administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,special_day,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue,avg_adm_duration_per_page,avg_inf_duration_per_page,avg_prod_duration_per_page
2,220.33333330000002,1,70.5,75,3537.9916670000002,0.011714286,0.027362361,5.770959977,0.0,Q1,2,2,6,1,Returning_Visitor,0,0,110.16666665000001,70.5,47.17322222666667
7,445.33333330000005,1,135.5,52,1896.2722219999998,0.005310734,0.013192815,3.795661017,0.0,Q1,3,2,6,1,Returning_Visitor,0,0,63.61904761428572,135.5,36.466773499999995
2,50.0,0,0.0,29,598.297619,0.0,0.016666667,0.0,0.0,Q1,2,6,3,1,Returning_Visitor,0,0,25.0,0.0,20.630952379310347
0,0.0,0,0.0,10,127.5,0.0,0.02,0.0,0.0,Q1,3,2,1,10,Returning_Visitor,0,0,0.0,0.0,12.75
5,76.0,0,0.0,7,154.0,0.0,0.005555556,0.0,0.0,Q1,1,2,3,2,New_Visitor,1,0,15.2,0.0,22.0
13,654.775,8,604.8,160,5349.5637130000005,0.001142857,0.001799477,17.34893623,0.0,Q1,2,2,1,2,Returning_Visitor,1,1,50.36730769230769,75.6,33.43477320625
0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Q1,2,2,2,6,Returning_Visitor,0,0,0.0,0.0,0.0
0,0.0,0,0.0,3,77.0,0.0,0.066666667,0.0,0.0,Q1,4,2,6,1,Returning_Visitor,0,0,0.0,0.0,25.666666666666668
0,0.0,0,0.0,7,98.5,0.071428571,0.1,0.0,0.0,Q1,1,1,6,1,Returning_Visitor,0,0,0.0,0.0,14.071428571428571
0,0.0,0,0.0,12,810.0,0.0,0.016666667,0.0,0.0,Q1,2,2,6,10,Returning_Visitor,0,0,0.0,0.0,67.5
0,0.0,0,0.0,3,903.0,0.0,0.066666667,0.0,0.0,Q1,2,2,1,1,Returning_Visitor,0,0,0.0,0.0,301.0
5,87.0,0,0.0,86,2973.0083329999998,0.0022222220000000003,0.015740741000000003,0.0,0.0,Q1,2,2,8,1,Returning_Visitor,0,0,17.4,0.0,34.5698643372093
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q1,2,5,2,3,Returning_Visitor,0,0,0.0,0.0,0.0
2,17.0,0,0.0,7,1093.0,0.0375,0.1125,0.0,0.0,Q1,2,2,3,1,Returning_Visitor,0,0,8.5,0.0,156.14285714285714
0,0.0,0,0.0,3,137.0,0.0,0.1,0.0,0.0,Q1,2,2,3,2,Returning_Visitor,0,0,0.0,0.0,45.666666666666664
0,0.0,0,0.0,8,136.75,0.005,0.105,0.0,0.0,Q1,2,2,2,10,Returning_Visitor,0,0,0.0,0.0,17.09375
3,96.0,0,0.0,6,384.0,0.0,0.025,0.0,0.0,Q1,3,2,1,2,New_Visitor,0,0,32.0,0.0,64.0
0,0.0,0,0.0,9,125.0,0.0,0.022222222000000003,0.0,0.0,Q1,2,2,3,1,Returning_Visitor,0,0,0.0,0.0,13.88888888888889
0,0.0,0,0.0,2,44.0,0.0,0.05,0.0,0.0,Q1,2,4,1,3,Returning_Visitor,0,0,0.0,0.0,22.0
4,35.125,0,0.0,31,1975.4583329999998,0.0,0.01,0.0,0.0,Q1,2,2,3,3,New_Visitor,1,0,8.78125,0.0,63.72446235483871
4,71.5,0,0.0,42,758.75,0.0044444440000000005,0.015555556000000002,0.0,0.0,Q1,2,5,2,2,Returning_Visitor,0,0,17.875,0.0,18.06547619047619
9,222.5,2,46.66666667,20,1267.1555560000002,0.001481481,0.017977208,16.1728,0.0,Q1,2,2,3,2,Returning_Visitor,0,1,24.72222222222222,23.333333335,63.35777780000001
4,200.83333330000002,0,0.0,18,381.3333333,0.0,0.009090909,0.0,0.0,Q1,2,4,7,2,New_Visitor,1,0,50.208333325000005,0.0,21.18518518333333
2,33.5,1,91.0,31,1271.8212119999998,0.0,0.011505376000000001,1.592774194,0.0,Q1,1,8,4,1,Returning_Visitor,0,1,16.75,91.0,41.02649070967741
0,0.0,0,0.0,32,827.6462121000001,0.0,0.00058651,54.67634844,0.0,Q1,2,2,7,2,Returning_Visitor,0,1,0.0,0.0,25.863944128125002
0,0.0,0,0.0,5,36.0,0.15,0.1625,0.0,0.0,Q1,3,2,3,1,Returning_Visitor,0,0,0.0,0.0,7.2
7,120.5,0,0.0,19,1011.5,0.0,0.00952381,0.0,0.0,Q1,2,2,1,1,Returning_Visitor,0,0,17.214285714285715,0.0,53.23684210526316
5,243.66666669999998,1,415.0,20,1267.233333,0.0,0.01,91.98,0.0,Q1,1,1,3,1,Returning_Visitor,0,1,48.733333339999994,415.0,63.36166665
5,53.0,1,97.0,66,4891.972222,0.0,0.0021596239999999997,0.0,0.0,Q1,2,2,8,1,Returning_Visitor,0,0,10.6,97.0,74.12079124242425
0,0.0,0,0.0,27,694.3035714,0.0,0.007692308,11.99264025,0.0,Q1,1,1,1,2,Returning_Visitor,1,1,0.0,0.0,25.714947088888888
4,148.5,1,118.0,150,4764.429997,0.0,0.005636724,33.33074497,0.0,Q1,2,2,5,2,Returning_Visitor,0,0,37.125,118.0,31.76286664666667
0,0.0,0,0.0,31,1350.5,0.006451613,0.016129031999999998,0.0,0.0,Q1,2,5,2,2,Returning_Visitor,0,0,0.0,0.0,43.564516129032256
0,0.0,1,56.0,17,1385.833333,0.005882353000000001,0.017647059,39.85866667,0.0,Q1,2,2,1,2,Returning_Visitor,0,1,0.0,56.0,81.51960782352941
1,6.0,0,0.0,15,500.0,0.026666667,0.073333333,19.996,0.0,Q1,2,2,3,1,Returning_Visitor,0,1,6.0,0.0,33.333333333333336
2,26.0,0,0.0,22,285.98809520000003,0.0,0.0125,0.0,0.0,Q1,1,1,6,8,Returning_Visitor,0,0,13.0,0.0,12.999458872727274
1,6.0,0,0.0,6,45.5,0.057142857000000005,0.11428571400000001,0.0,0.0,Q1,1,1,3,3,Returning_Visitor,0,0,6.0,0.0,7.583333333333333
5,129.5,0,0.0,13,1507.333333,0.016666667,0.028125,0.0,0.0,Q1,2,2,3,2,Returning_Visitor,0,0,25.9,0.0,115.94871792307693
3,223.0,1,24.0,27,1460.566667,0.0,0.006666666999999999,0.0,0.0,Q1,2,2,8,2,New_Visitor,1,0,74.33333333333333,24.0,54.09506174074074
0,0.0,0,0.0,4,214.0,0.0,0.05,0.0,0.0,Q1,2,2,3,3,Returning_Visitor,0,0,0.0,0.0,53.5
0,0.0,0,0.0,6,136.5,0.0,0.033333333,0.0,0.0,Q1,3,3,1,2,Returning_Visitor,0,0,0.0,0.0,22.75
0,0.0,0,0.0,6,254.0,0.025,0.0875,0.0,0.0,Q1,1,1,6,10,Returning_Visitor,0,0,0.0,0.0,42.333333333333336
1,5.0,0,0.0,13,545.5714286,0.013333333000000001,0.020784313999999998,26.12015415,0.0,Q1,2,2,3,2,Returning_Visitor,1,1,5.0,0.0,41.96703296923077
2,91.0,3,865.0,27,1244.833333,0.0,0.006896551999999999,0.0,0.0,Q1,2,2,1,2,New_Visitor,1,0,45.5,288.3333333333333,46.104938259259264
1,78.0,0,0.0,21,555.8944444,0.0,0.002380952,24.75047619,0.0,Q1,1,1,1,2,New_Visitor,0,1,78.0,0.0,26.47116401904762
0,0.0,0,0.0,19,429.63333330000006,0.0,0.005263158,0.0,0.0,Q1,2,4,1,3,Returning_Visitor,1,0,0.0,0.0,22.612280700000003
0,0.0,0,0.0,10,111.0,0.0,0.02,0.0,0.0,Q1,2,4,7,3,Returning_Visitor,0,0,0.0,0.0,11.1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q1,3,2,1,3,Returning_Visitor,1,0,0.0,0.0,0.0
3,46.5,0,0.0,16,402.69047620000003,0.0,0.0125,0.0,0.0,Q1,2,4,1,1,Returning_Visitor,1,0,15.5,0.0,25.168154762500002
0,0.0,0,0.0,15,292.69444439999995,0.0,0.005128205,54.98,0.0,Q2,3,2,4,4,Returning_Visitor,0,1,0.0,0.0,19.512962959999996
0,0.0,0,0.0,24,654.0666667,0.0,0.001449275,0.0,0.8,Q2,3,2,1,2,Returning_Visitor,0,0,0.0,0.0,27.252777779166667
2,254.0,1,39.0,95,4990.959524,0.0041237109999999995,0.015307716,5.638103093,0.0,Q2,2,2,1,6,Returning_Visitor,0,1,127.0,39.0,52.53641604210526
0,0.0,0,0.0,4,158.0,0.05,0.1,0.0,0.0,Q2,2,2,4,13,Returning_Visitor,0,0,0.0,0.0,39.5
0,0.0,0,0.0,77,3332.208333,0.002040816,0.024719927000000003,0.0,0.6,Q2,2,2,3,6,Returning_Visitor,0,0,0.0,0.0,43.275432896103894
0,0.0,0,0.0,130,4164.936905,0.006153846,0.012319347,0.0,0.0,Q2,3,2,6,13,Returning_Visitor,0,0,0.0,0.0,32.03797619230769
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,1,1,1,3,Returning_Visitor,0,0,0.0,0.0,0.0
5,85.66666667,0,0.0,25,1194.5,0.0,0.007692308,11.51923077,0.0,Q2,2,2,1,2,New_Visitor,0,1,17.133333334,0.0,47.78
3,154.5,0,0.0,21,638.3333332999999,0.0,0.047222222,0.0,0.0,Q2,2,5,4,4,Returning_Visitor,0,0,51.5,0.0,30.396825395238093
0,0.0,0,0.0,13,152.25,0.030769231,0.025641026,0.0,0.0,Q2,1,2,5,2,Returning_Visitor,0,0,0.0,0.0,11.711538461538462
0,0.0,0,0.0,17,631.5,0.011764706000000002,0.064705882,0.0,0.8,Q2,2,2,1,13,Returning_Visitor,0,0,0.0,0.0,37.14705882352941
0,0.0,0,0.0,9,58.0,0.15555555599999998,0.177777778,0.0,0.0,Q2,1,1,1,3,Returning_Visitor,1,0,0.0,0.0,6.444444444444445
7,598.0,3,144.5,83,6860.632737999999,0.011512297,0.039305682,0.0,0.4,Q2,2,2,1,2,Returning_Visitor,0,0,85.42857142857143,48.166666666666664,82.65822575903614
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,Q2,1,1,1,3,Returning_Visitor,0,0,0.0,0.0,0.0
1,3.0,0,0.0,28,271.125,0.0,0.002564103,0.0,0.0,Q2,4,2,1,3,New_Visitor,0,0,3.0,0.0,9.683035714285714
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,1,1,1,6,Returning_Visitor,0,0,0.0,0.0,0.0
1,7.0,0,0.0,151,2564.278157,0.00917226,0.0210895,0.0,0.6,Q2,1,1,1,15,Returning_Visitor,0,0,7.0,0.0,16.981974549668877
0,0.0,0,0.0,12,896.5,0.008333333,0.025,14.6895,0.6,Q2,2,5,1,5,Returning_Visitor,0,1,0.0,0.0,74.70833333333333
3,226.9545455,0,0.0,57,4895.022989,0.003333333,0.023321256000000002,0.0,0.0,Q2,2,2,1,13,Returning_Visitor,0,0,75.65151516666667,0.0,85.87759629824562
6,97.88235294,2,9.0,58,2293.59902,0.008357771,0.033973374,6.7485,0.0,Q2,2,2,7,4,Returning_Visitor,0,1,16.31372549,4.5,39.54481068965517
4,515.6,0,0.0,77,1449.683333,0.0,0.002631579,0.0,0.0,Q2,2,2,4,2,Returning_Visitor,0,0,128.9,0.0,18.827056272727273
1,397.5,3,89.5,8,249.0,0.066666667,0.091666667,0.0,0.0,Q2,3,2,1,6,Returning_Visitor,1,0,397.5,29.833333333333332,31.125
2,16.5,0,0.0,5,37.5,0.0,0.033333333,0.0,0.0,Q2,2,2,1,3,Returning_Visitor,0,0,8.25,0.0,7.5
2,30.0,0,0.0,10,121.0,0.016666667,0.025,0.0,0.0,Q2,3,6,3,3,New_Visitor,0,0,15.0,0.0,12.1
6,60.0,1,30.0,51,1403.841919,0.0036363640000000004,0.009090909,20.245369699999998,0.0,Q2,2,4,1,2,Returning_Visitor,0,0,10.0,30.0,27.5263121372549
0,0.0,0,0.0,8,227.0,0.025,0.05,0.0,0.0,Q2,3,2,6,13,Returning_Visitor,0,0,0.0,0.0,28.375
0,0.0,0,0.0,8,228.0,0.025,0.075,0.0,0.0,Q2,2,2,3,3,Returning_Visitor,0,0,0.0,0.0,28.5
1,22.75,0,0.0,16,461.08333330000005,0.0,0.011458333000000001,17.991,0.0,Q2,2,2,1,4,Returning_Visitor,0,0,22.75,0.0,28.817708331250003
0,0.0,0,0.0,2,12.0,0.0,0.1,0.0,0.0,Q2,1,1,1,3,Returning_Visitor,1,0,0.0,0.0,6.0
4,46.5,0,0.0,34,762.5,0.0,0.013513513999999999,0.0,0.6,Q2,2,2,1,4,Returning_Visitor,0,0,11.625,0.0,22.426470588235293
0,0.0,0,0.0,5,74.5,0.0,0.08,0.0,0.6,Q2,1,1,1,3,Returning_Visitor,0,0,0.0,0.0,14.9
3,27.0,0,0.0,21,898.0,0.015384615,0.042307692,10.94723077,0.6,Q2,2,2,1,3,Returning_Visitor,0,1,9.0,0.0,42.76190476190476
3,23.0,0,0.0,5,91.0,0.0,0.0125,0.0,0.0,Q2,2,2,6,18,Returning_Visitor,1,0,7.666666666666667,0.0,18.2
0,0.0,0,0.0,19,583.1666667000001,0.010526316,0.030701753999999998,0.0,0.8,Q2,2,4,1,3,Returning_Visitor,0,0,0.0,0.0,30.69298245789474
3,62.0,0,0.0,13,392.92857139999995,0.0125,0.025,0.0,0.0,Q2,3,2,3,2,New_Visitor,0,0,20.666666666666668,0.0,30.225274723076918
2,102.0,0,0.0,13,177.5,0.0,0.026666667,0.0,0.0,Q2,2,2,4,3,New_Visitor,1,0,51.0,0.0,13.653846153846153
0,0.0,0,0.0,13,436.0,0.030769231,0.079487179,0.0,0.6,Q2,1,1,4,2,Returning_Visitor,0,0,0.0,0.0,33.53846153846154
3,61.0,0,0.0,79,2819.966667,0.006097561,0.024390244,0.0,0.0,Q2,2,2,1,13,Returning_Visitor,0,0,20.333333333333332,0.0,35.695780594936714
0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.8,Q2,2,5,4,1,Returning_Visitor,0,0,0.0,0.0,2.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,2,4,1,3,Returning_Visitor,0,0,0.0,0.0,0.0
0,0.0,0,0.0,23,1888.5,0.0,0.008695652,46.00643478,0.0,Q2,2,2,4,4,New_Visitor,1,1,0.0,0.0,82.1086956521739
7,238.4666667,7,300.9,33,1801.3714289999998,0.0055,0.040415616,8.08269,0.0,Q2,2,1,1,4,Returning_Visitor,1,0,34.06666667142857,42.98571428571428,54.58701299999999
1,92.0,0,0.0,117,13158.66667,0.006896551999999999,0.041810345,0.0,0.0,Q2,2,6,4,4,Returning_Visitor,1,0,92.0,0.0,112.4672364957265
0,0.0,0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,Q2,2,6,3,6,Returning_Visitor,0,0,0.0,0.0,23.333333333333332
0,0.0,0,0.0,5,252.5,0.0,0.02,0.0,0.0,Q2,2,2,2,2,Returning_Visitor,0,0,0.0,0.0,50.5
0,0.0,0,0.0,12,666.0,0.0,0.018181818,0.0,0.0,Q2,2,4,8,2,Returning_Visitor,0,0,0.0,0.0,55.5
0,0.0,0,0.0,36,851.3333332999998,0.010810811000000002,0.032432432000000004,0.0,0.2,Q2,4,1,1,4,Returning_Visitor,0,0,0.0,0.0,23.648148147222216
0,0.0,0,0.0,18,224.0,0.011764706000000002,0.02254902,0.0,0.2,Q2,1,2,3,4,Returning_Visitor,0,0,0.0,0.0,12.444444444444445
0,0.0,0,0.0,13,253.33333330000002,0.030769231,0.073076923,0.0,0.8,Q2,2,2,5,3,Returning_Visitor,0,0,0.0,0.0,19.487179484615385
9,175.93333330000002,0,0.0,28,717.2190476,0.005882353000000001,0.017058824,0.0,1.0,Q2,2,2,5,4,Returning_Visitor,1,0,19.548148144444447,0.0,25.614965985714285
0,0.0,0,0.0,22,370.3333333,0.018181818,0.054545455,0.0,0.6,Q2,2,2,4,13,Returning_Visitor,0,0,0.0,0.0,16.83333333181818
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,1,1,1,3,Returning_Visitor,1,0,0.0,0.0,0.0
4,47.0,0,0.0,29,5198.533332999999,0.0,0.019892473,0.0,0.0,Q2,2,4,2,2,Returning_Visitor,0,0,11.75,0.0,179.25977010344826
4,92.0,0,0.0,19,1148.8380949999998,0.012121212,0.025289256,32.06509091,0.0,Q2,3,2,3,3,Returning_Visitor,0,0,23.0,0.0,60.465162894736835
1,4.0,0,0.0,13,152.66666669999998,0.033333333,0.083333333,0.0,0.0,Q2,2,2,3,6,Returning_Visitor,0,0,4.0,0.0,11.743589746153845
0,0.0,0,0.0,6,474.0,0.0,0.016666667,0.0,0.0,Q2,2,4,1,2,New_Visitor,1,0,0.0,0.0,79.0
0,0.0,0,0.0,15,907.5,0.006666666999999999,0.031111111,0.0,0.6,Q2,2,2,7,2,Returning_Visitor,0,0,0.0,0.0,60.5
0,0.0,0,0.0,12,505.33333330000005,0.083333333,0.123412698,0.0,0.4,Q2,2,2,1,6,Returning_Visitor,0,0,0.0,0.0,42.11111110833334
0,0.0,0,0.0,20,497.0,0.015,0.045416667,0.0,0.0,Q2,3,2,1,1,Returning_Visitor,0,0,0.0,0.0,24.85
2,675.3333332999999,0,0.0,46,1103.916667,0.0,0.004081633,0.0,0.8,Q2,2,4,4,4,Returning_Visitor,0,0,337.66666664999997,0.0,23.998188413043476
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.6,Q2,3,2,4,3,Returning_Visitor,0,0,0.0,0.0,0.0
2,37.0,1,18.0,25,430.5,0.0,0.007142857,0.0,0.0,Q2,2,2,2,2,Returning_Visitor,1,0,18.5,18.0,17.22
2,129.0,0,0.0,31,866.7,0.011827957,0.034101382,18.11148387,0.0,Q2,3,2,6,1,Returning_Visitor,0,1,64.5,0.0,27.958064516129035
0,0.0,0,0.0,21,1492.166667,0.023809524,0.055555556,0.0,0.0,Q2,2,2,3,2,Returning_Visitor,0,0,0.0,0.0,71.05555557142857
0,0.0,0,0.0,7,17.0,0.085714286,0.14285714300000002,0.0,0.0,Q2,2,4,3,3,Returning_Visitor,0,0,0.0,0.0,2.4285714285714284
0,0.0,0,0.0,7,137.5,0.0,0.033333333,0.0,0.6,Q2,2,2,1,3,Returning_Visitor,0,0,0.0,0.0,19.642857142857142
0,0.0,0,0.0,20,950.3285714,0.072108844,0.086507937,0.0,1.0,Q2,2,2,4,1,Returning_Visitor,1,0,0.0,0.0,47.51642857
0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,0.8,Q2,1,1,1,3,Returning_Visitor,0,0,0.0,0.0,3.5
0,0.0,0,0.0,18,286.0,0.011111111000000002,0.061111110999999996,0.0,0.8,Q2,2,2,9,3,Returning_Visitor,0,0,0.0,0.0,15.88888888888889
2,144.0,0,0.0,25,1711.3333329999998,0.0,0.008,0.0,0.0,Q2,2,2,1,1,Returning_Visitor,0,0,72.0,0.0,68.45333332
1,6.0,0,0.0,45,2487.333333,0.018604651,0.066666667,0.0,0.0,Q2,2,2,7,11,Returning_Visitor,0,0,6.0,0.0,55.27407406666667
0,0.0,0,0.0,5,829.5,0.0,0.04,0.0,0.0,Q2,2,2,3,2,Returning_Visitor,1,0,0.0,0.0,165.9
1,0.0,0,0.0,7,88.0,0.0625,0.11666666699999999,0.0,0.8,Q2,3,2,1,6,Returning_Visitor,0,0,0.0,0.0,12.571428571428571
7,89.5,0,0.0,26,1163.333333,0.0,0.009375,26.983125,0.0,Q2,3,2,3,4,New_Visitor,0,1,12.785714285714286,0.0,44.74358973076923
3,91.75,0,0.0,20,1171.333333,0.003174603,0.018571429,0.0,0.0,Q2,3,2,2,4,Returning_Visitor,1,0,30.583333333333332,0.0,58.56666665
0,0.0,0,0.0,8,149.0,0.133333333,0.15555555599999998,0.0,0.8,Q2,2,2,7,3,Returning_Visitor,0,0,0.0,0.0,18.625
1,81.0,0,0.0,12,131.5,0.0,0.003076923,0.0,1.0,Q2,3,2,1,4,Returning_Visitor,1,0,81.0,0.0,10.958333333333334
0,0.0,0,0.0,4,81.5,0.0,0.025,0.0,0.0,Q2,1,1,2,4,Returning_Visitor,1,0,0.0,0.0,20.375
3,296.0,0,0.0,9,394.5,0.0,0.005555556,28.39833333,0.0,Q2,2,2,8,2,New_Visitor,1,1,98.66666666666667,0.0,43.833333333333336
0,0.0,0,0.0,17,336.0,0.0,0.01875,0.0,0.8,Q2,2,2,1,4,Returning_Visitor,0,0,0.0,0.0,19.764705882352942
0,0.0,0,0.0,21,452.79761900000005,0.0,0.023,16.82505,0.0,Q2,1,1,1,4,Returning_Visitor,0,1,0.0,0.0,21.561791380952382
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Q2,2,2,1,1,Returning_Visitor,0,0,0.0,0.0,0.0
3,269.1666667,0,0.0,36,2281.208333,0.022916667,0.046203704000000005,0.0,0.0,Q2,3,2,6,4,Returning_Visitor,0,0,89.72222223333334,0.0,63.36689813888889
3,168.75,0,0.0,36,1262.833333,0.0,0.0040540540000000005,20.39448649,0.0,Q2,2,2,3,4,Returning_Visitor,1,1,56.25,0.0,35.07870369444444
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,1,1,4,3,Returning_Visitor,0,0,0.0,0.0,0.0
0,0.0,0,0.0,1,643.0,0.133333333,0.15,0.0,0.0,Q2,2,2,1,5,Returning_Visitor,0,0,0.0,0.0,643.0
0,0.0,0,0.0,6,189.0,0.066666667,0.11666666699999999,0.0,0.4,Q2,2,6,1,3,Returning_Visitor,0,0,0.0,0.0,31.5
3,430.83333330000005,1,262.0,49,2338.567766,0.023529412000000003,0.028907562999999997,9.609529412,0.6,Q2,3,2,4,4,Returning_Visitor,0,1,143.61111110000002,262.0,47.725872775510204
0,0.0,0,0.0,6,181.0,0.0,0.016666667,0.0,0.0,Q2,3,2,1,3,Returning_Visitor,0,0,0.0,0.0,30.166666666666668
0,0.0,0,0.0,24,597.8333332999999,0.008333333,0.020833333,0.0,0.4,Q2,2,2,2,1,Returning_Visitor,0,0,0.0,0.0,24.90972222083333
7,150.5,0,0.0,28,549.0833332999999,0.0,0.013571429,2.663333333,0.0,Q2,1,1,1,2,Returning_Visitor,0,1,21.5,0.0,19.61011904642857
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,3,2,3,1,Returning_Visitor,0,0,0.0,0.0,0.0
0,0.0,0,0.0,10,170.0,0.04,0.1,0.0,0.0,Q2,2,2,6,3,Returning_Visitor,0,0,0.0,0.0,17.0
2,53.0,0,0.0,4,46.0,0.026666667,0.055999999999999994,0.0,0.4,Q2,3,2,1,2,Returning_Visitor,0,0,26.5,0.0,11.5
3,102.0,2,108.0,51,1742.325216,0.0036363640000000004,0.009228841,0.0,0.0,Q2,1,1,1,2,Returning_Visitor,1,0,34.0,54.0,34.16323952941176
5,47.5,0,0.0,40,787.2,0.0,0.012121212,2.782886364,0.4,Q2,2,2,4,4,Returning_Visitor,0,0,9.5,0.0,19.68
0,0.0,0,0.0,33,1239.5,0.070588235,0.09509803900000001,0.0,1.0,Q2,2,2,1,2,Returning_Visitor,1,0,0.0,0.0,37.56060606060606
5,724.5,0,0.0,23,867.3333332999998,0.0,0.0008264460000000001,59.988,0.0,Q2,1,1,1,2,Returning_Visitor,0,1,144.9,0.0,37.71014492608695
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,2,2,1,13,Returning_Visitor,1,0,0.0,0.0,0.0
0,0.0,1,0.0,124,4093.4305189999995,0.005816216,0.043499683,0.0,0.0,Q2,2,2,8,13,Returning_Visitor,0,0,0.0,0.0,33.01153644354839
1,7.5,0,0.0,19,216.16666669999998,0.038095238,0.058730159000000004,0.0,0.6,Q2,2,5,1,3,Returning_Visitor,0,0,7.5,0.0,11.377192984210525
1,28.0,4,162.0,23,659.0833332999999,0.013580247,0.020440917,21.116296300000002,0.0,Q2,2,2,8,1,Returning_Visitor,0,0,28.0,40.5,28.655797099999997
4,130.5,2,51.0,43,2265.5292210000002,0.004,0.004,14.792,0.0,Q2,3,2,4,2,Returning_Visitor,0,0,32.625,25.5,52.686726069767445
0,0.0,0,0.0,8,729.0,0.041666667000000004,0.070833333,0.0,0.4,Q2,2,2,8,1,Returning_Visitor,0,0,0.0,0.0,91.125
0,0.0,0,0.0,23,1299.5,0.034782609,0.069565217,0.0,0.6,Q2,2,2,1,4,Returning_Visitor,0,0,0.0,0.0,56.5
0,0.0,0,0.0,6,103.0,0.0,0.05,0.0,0.6,Q2,2,10,1,3,Returning_Visitor,0,0,0.0,0.0,17.166666666666668
0,0.0,0,0.0,16,129.3333333,0.0,0.0125,0.0,0.6,Q2,2,6,1,1,Returning_Visitor,0,0,0.0,0.0,8.08333333125
0,0.0,0,0.0,2,162.0,0.0,0.05,0.0,0.0,Q2,2,4,1,4,Returning_Visitor,0,0,0.0,0.0,81.0
2,96.0,0,0.0,5,122.0,0.028571429,0.05,0.0,0.0,Q2,1,1,1,15,Returning_Visitor,1,0,48.0,0.0,24.4
7,228.125,0,0.0,71,1294.251207,0.002631579,0.01503053,4.5082710530000005,0.0,Q2,2,2,3,13,Returning_Visitor,0,0,32.589285714285715,0.0,18.22889023943662
7,133.1666667,2,80.0,10,246.79166669999998,0.0,0.008333333,0.0,0.0,Q2,2,2,1,3,New_Visitor,0,0,19.02380952857143,40.0,24.679166669999997
9,357.25,3,115.0,45,2889.25,0.0,0.006999999999999999,54.9759,0.0,Q2,2,2,1,4,Returning_Visitor,0,1,39.69444444444444,38.333333333333336,64.20555555555555
0,0.0,3,470.0,84,3882.0257579999998,0.004909561,0.02088789,10.21229767,0.0,Q2,2,4,1,1,Returning_Visitor,0,0,0.0,156.66666666666666,46.214592357142855
3,14.0,0,0.0,25,4207.666667,0.008333333,0.020833333,0.0,0.0,Q2,2,2,3,13,Returning_Visitor,1,0,4.666666666666667,0.0,168.30666668
1,6.0,0,0.0,18,199.5,0.016666667,0.05,0.0,0.4,Q2,3,2,4,2,Returning_Visitor,0,0,6.0,0.0,11.083333333333334
0,0.0,0,0.0,28,2529.75,0.066666667,0.088271605,0.0,0.4,Q2,2,5,1,1,Returning_Visitor,0,0,0.0,0.0,90.34821428571429
0,0.0,0,0.0,9,2081.0,0.04444444400000001,0.1,0.0,0.0,Q2,2,5,2,1,Returning_Visitor,0,0,0.0,0.0,231.22222222222223
2,418.6666667,0,0.0,21,1845.6666670000002,0.018787879,0.023939394,23.069000000000003,0.0,Q2,2,2,1,5,Returning_Visitor,0,0,209.33333335,0.0,87.88888890476191
6,335.11904760000004,1,8.0,51,1927.0315480000002,0.003954802,0.014481293000000001,2.8467796610000002,1.0,Q2,1,1,9,3,Returning_Visitor,1,0,55.85317460000001,8.0,37.78493231372549
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Q2,1,1,7,3,Returning_Visitor,0,0,0.0,0.0,0.0
0,0.0,0,0.0,11,831.9333333,0.0,0.02037037,0.0,0.8,Q2,3,2,6,14,Returning_Visitor,0,0,0.0,0.0,75.63030302727272
1,10.0,0,0.0,82,706.2996032000001,0.0,0.002439024,0.0,1.0,Q2,2,2,4,2,Returning_Visitor,1,0,10.0,0.0,8.613409795121953
9,329.297619,1,75.0,32,1888.5476190000002,0.010810811000000002,0.025900901,24.63837838,0.0,Q2,1,1,9,4,Returning_Visitor,1,1,36.588624333333335,75.0,59.017113093750005
6,91.98484848,3,58.95238095,54,2407.322811,0.0034482759999999997,0.010418719,0.0,0.0,Q2,3,2,3,4,Returning_Visitor,0,0,15.330808079999999,19.65079365,44.580052055555555
2,47.0,0,0.0,42,1528.382468,0.0,0.004761905,17.69657143,1.0,Q2,1,1,1,4,New_Visitor,1,1,23.5,0.0,36.39005876190476
